N1,N2,N10,N100
8010,1.02448,0.352923,1.19429,1.05228
8011,0.337803,0.772857,1.25678,1.15197
8012,2.61602,0.963697,0.44162,1.19928
8013,1.29687,1.6608,0.8344,1.03493
8014,0.416368,0.999411,0.733,1.03594
8015,1.05838,0.987274,0.851914,1.06295
8016,3.08069,0.873488,0.416206,1.09047
8017,1.96858,0.690813,0.317875,0.923748
8018,1.04805,0.604682,0.994043,1.21481
8019,0.692831,0.348493,1.54349,0.880351
8020,2.02607,0.448311,1.01272,1.28077
8021,9.38119,0.916083,0.96199,0.868342
8022,0.596179,1.41521,0.831701,1.06708
8023,1.69335,2.18735,0.565531,1.05144
8024,0.284642,1.75087,1.43767,1.18379
8025,0.224915,0.530924,0.560161,0.98688
8026,1.58512,0.153241,0.843449,1.14536
8027,1.27448,0.292682,0.818688,0.961555
8028,2.35935,1.35142,1.16363,0.976922
8029,2.10192,0.960527,1.27031,0.959072
8030,0.636809,1.33214,0.599826,0.999037
8031,0.753798,0.75466,0.664551,1.01487
8032,0.20652,0.474023,0.840203,0.969396
8033,0.568338,0.46586,1.04778,0.941432
8034,2.73799,1.5436,0.895997,0.829158
8035,3.43129,0.976604,0.953205,1.00362
8036,0.0915559,0.327994,1.12832,0.976145
8037,0.608576,1.07411,0.767929,1.05091
8038,0.111091,0.829567,1.49239,1.09569
8039,3.06535,0.2888,0.848573,1.11281
8040,2.02233,0.223221,1.03598,0.963054
8041,0.132903,3.42557,0.966373,0.989029
8042,0.662311,0.658538,0.835749,0.790891
8043,1.66647,2.20656,0.708606,0.861162
8044,1.05966,2.3271,0.705953,0.958767
8045,0.321207,1.23889,1.20243,1.00934
8046,0.196372,2.62257,0.48541,1.08381
8047,0.844145,1.11184,0.897846,0.996659
8048,0.00608208,1.87992,0.474043,1.15498
8049,0.159401,0.449117,0.752846,0.998635
8050,0.101659,0.150319,0.687715,1.03067
8051,0.00457484,0.823612,0.925908,1.08514
8052,0.0437325,0.0532086,1.01084,1.01161
8053,0.286586,0.112699,1.03868,1.05283
8054,1.449,1.25805,0.784295,1.03583
8055,0.746762,0.496102,1.22518,0.968836
8056,0.986273,2.1262,1.45051,1.02429
8057,0.99523,0.5078,0.435653,1.20295
8058,1.22813,0.657413,1.63702,1.0459
8059,0.20491,0.53325,0.837299,0.965666
8060,1.19923,0.384885,1.10416,0.964175
8061,0.166738,1.12074,0.52884,0.937108
8062,0.315181,0.582722,1.74865,0.860932
8063,0.881708,0.489695,0.96149,1.03161
8064,3.5413,0.726578,0.877957,0.979615
8065,0.978606,1.19259,0.919931,1.09406
8066,0.567139,0.360376,1.41377,1.02703
8067,0.142135,0.384968,0.957917,1.07563
8068,0.121023,0.756213,1.44333,0.909004
8069,1.65108,1.47563,0.589518,1.08817
8070,1.56845,2.01948,1.41882,0.992937
8071,1.99443,1.75296,0.849183,1.0842
8072,2.9377,0.608171,1.24545,0.934946
8073,3.08604,0.315107,0.831991,0.903018
8074,0.355472,0.908704,0.916482,0.90358
8075,0.336245,1.64314,1.44684,1.00328
8076,0.0471425,1.10826,0.664321,0.930162
8077,0.273071,0.286654,1.37927,0.909609
8078,3.00754,0.850156,0.701628,1.04483
8079,1.12654,0.968809,1.07437,0.944314
8080,0.104843,0.305073,0.986249,0.971114
8081,0.0734858,2.30254,0.723561,1.03466
8082,0.745409,0.864979,1.02768,0.997565
8083,1.9906,0.513676,0.911988,1.03068
8084,0.113004,1.77704,1.16382,0.922005
8085,0.160422,1.1779,1.90859,0.977718
8086,0.802529,0.514044,0.995199,0.906129
8087,0.621211,0.921972,0.959792,0.967272
8088,0.690023,0.261442,1.00635,1.09989
8089,4.68045,0.716304,1.14966,1.15614
8090,0.209045,1.14593,0.722712,0.875216
8091,0.00791786,2.66591,1.25976,0.952331
8092,0.043787,1.0978,0.8826,1.02113
8093,0.0345181,0.619514,0.710209,0.903489
8094,2.58316,0.572033,0.957426,0.885396
8095,1.55098,0.228887,1.32212,1.00549
8096,0.243635,2.05338,0.571343,1.08193
8097,1.04837,1.09994,0.858336,0.9203
8098,0.653339,1.45743,0.687018,1.05885
8099,2.21584,2.11657,0.765071,0.966544
8100,2.58484,1.85574,0.516444,1.12531
8101,0.270476,0.611651,0.854638,0.944712
8102,0.919936,0.778406,0.967678,0.986688
8103,2.26579,1.23677,0.758149,1.04997
8104,0.134944,0.216792,0.792471,0.892221
8105,0.147002,0.69412,0.827989,1.16415
8106,0.649285,0.427978,0.665728,0.91748
8107,1.13984,2.14165,1.22017,0.990609
8108,0.215878,0.178749,1.33284,0.998237
8109,0.0735724,0.726706,1.31625,0.958863
8110,0.113139,0.792002,1.01441,1.07916
8111,0.280979,1.12003,0.856297,1.02057
8112,1.00964,0.711312,1.54173,1.17836
8113,0.486767,0.265807,0.891648,0.944932
8114,0.487647,1.54637,1.12546,0.962376
8115,1.05172,0.206808,0.692696,1.02902
8116,0.0557788,1.38698,1.54718,0.984336
8117,0.00416546,1.58709,1.15773,0.877533
8118,0.05246,0.956038,1.21552,0.915458
8119,1.52092,0.519841,0.944221,0.984985
8120,1.08139,0.419953,1.02114,1.03847
8121,2.51207,1.03941,0.820413,1.05389
8122,0.717855,0.218701,0.770328,1.05321
8123,0.8234,0.395111,1.30248,1.19482
8124,0.0334121,0.914038,0.98581,0.91923
8125,0.95721,0.653556,0.625878,1.13279
8126,0.635265,1.41819,0.728209,0.800704
8127,0.772492,0.949335,0.793755,1.11551
8128,1.07436,0.392862,0.807039,0.914972
8129,0.26069,0.40696,1.05705,0.969084
8130,2.46958,0.873499,1.05666,0.939755
8131,1.13289,1.13205,0.966634,0.968601
8132,1.27125,0.321983,1.21374,0.836736
8133,1.34,0.581671,0.877403,1.06134
8134,0.518404,0.472439,1.2055,0.980047
8135,0.4345,0.567528,1.4506,1.08259
8136,1.85443,1.2134,1.5106,0.977851
8137,0.315757,0.952604,0.806228,1.01266
8138,0.934638,0.722163,1.11551,0.907291
8139,0.776051,1.41771,0.868642,0.881639
8140,1.03132,0.27182,1.00152,0.993156
8141,1.70701,0.325428,1.03639,0.895778
8142,0.0725417,1.13566,0.666359,1.04497
8143,0.21666,0.627737,0.766436,0.798166
8144,1.94609,0.275364,1.68395,1.07542
8145,0.498125,0.611353,0.831349,0.938746
8146,0.623607,1.17603,0.776904,0.728139
8147,1.18246,1.12395,1.06245,0.990887
8148,0.0528311,2.57747,0.671463,1.02257
8149,0.118574,1.10134,1.02337,0.937637
8150,1.07378,0.388538,0.805684,1.16455
8151,1.19447,0.934626,1.58595,1.01369
8152,0.0954488,1.1004,0.58001,0.956088
8153,1.7579,0.264425,0.765536,1.01664
8154,0.887039,2.6533,0.7404,1.06829
8155,0.242178,0.305573,1.05207,1.00109
8156,2.85617,1.21352,0.650986,0.910487
8157,1.60197,1.78475,0.838269,1.13676
8158,1.56336,1.85019,0.892494,0.963716
8159,0.0239199,0.121431,0.774707,1.04822
8160,0.987617,2.28737,0.822503,1.14952
8161,0.836909,0.355222,0.607732,0.989779
8162,1.42147,1.41819,1.25382,1.09117
8163,1.87572,0.050219,1.96076,0.865381
8164,0.137847,1.82132,0.900848,0.998411
8165,0.865847,0.97412,0.815679,0.991069
8166,3.02545,2.15329,0.97358,0.985855
8167,0.239364,2.60723,1.07019,1.10351
8168,0.39854,0.786861,0.965764,1.0912
8169,0.112523,0.465666,0.975094,0.931318
8170,1.6848,1.28685,0.888737,1.12893
8171,0.035177,0.73768,1.20524,1.1202
8172,0.380717,0.748675,1.02736,1.09271
8173,1.08856,0.789389,1.07206,0.919568
8174,1.87555,0.884933,0.747685,0.82862
8175,0.782998,1.10517,1.07183,0.916668
8176,4.07481,0.357245,0.944209,0.98761
8177,0.171491,1.32862,1.19219,1.11809
8178,0.414964,0.59735,0.594021,0.913526
8179,0.0467563,0.12729,1.14808,1.06746
8180,0.273227,1.75436,1.61223,0.977695
8181,0.488473,0.952969,1.15795,0.947572
8182,0.808876,0.565005,0.796536,1.041
8183,0.405678,1.87243,1.25783,0.700457
8184,0.954528,0.220088,1.02161,1.05245
8185,2.78052,1.33402,0.758833,0.902481
8186,1.89935,1.34814,1.23638,0.942212
8187,1.118,0.228341,0.689851,1.05384
8188,1.27282,1.47701,0.543382,1.07669
8189,2.94242,2.65944,0.986097,1.18642
8190,0.871932,2.71426,0.527184,1.20351
8191,2.26618,1.46795,0.476667,0.804578
8192,0.0702771,0.235562,0.864073,0.899331
8193,0.141199,0.958017,0.593252,0.902723
8194,1.79375,0.773042,1.29583,1.10892
8195,1.62742,1.68252,0.589864,1.13568
8196,0.239428,0.579125,1.08204,0.920687
8197,2.75778,0.174453,1.22224,1.04936
8198,0.667754,0.370803,0.671365,0.999543
8199,0.0880354,1.2483,1.13923,1.07918
8200,1.5478,1.25864,0.884539,1.19499
8201,0.0181573,0.383483,1.45519,1.05767
8202,0.585635,1.72705,0.903989,1.03914
8203,0.400788,0.297081,0.962761,1.21889
8204,1.78687,0.63014,1.04701,0.848415
8205,0.624842,1.32777,0.732087,1.15104
8206,0.920249,0.543017,1.39438,0.867599
8207,0.0619149,1.39983,1.4274,1.00879
8208,0.456127,0.158617,0.637541,1.02993
8209,0.947177,0.235573,0.481297,1.03678
8210,0.564184,1.09522,0.67694,0.949867
8211,0.7599,0.266514,1.6182,0.883011
8212,0.200717,1.35675,0.42731,0.784652
8213,1.40357,0.143897,0.717572,0.961383
8214,0.802172,1.88383,1.29424,0.941451
8215,0.731544,0.871874,0.736807,1.01458
8216,1.9202,1.86809,1.19262,1.01107
8217,2.8958,0.302459,0.650713,0.777725
8218,3.83384,0.527896,1.54215,0.99187
8219,0.135448,0.302604,1.06442,1.03123
8220,0.479676,1.38294,1.44139,0.935242
8221,0.0719053,0.124755,0.703485,0.985289
8222,1.52186,0.640888,0.535978,1.19122
8223,1.04427,0.226674,1.28002,1.05063
8224,0.0871256,0.633635,1.15161,1.14696
8225,1.75643,1.45245,0.741326,0.755804
8226,0.658388,0.32246,0.654088,0.880767
8227,1.24336,1.59845,1.3102,0.960053
8228,0.947719,1.81301,1.10679,1.01064
8229,1.55607,2.73984,1.05313,1.0014
8230,0.0782233,0.467263,0.81879,1.00174
8231,0.897504,0.91127,0.577152,0.900248
8232,0.441101,1.41049,0.75797,1.06806
8233,0.942971,1.63562,0.908531,1.09859
8234,0.0725524,2.01219,0.625885,0.88125
8235,0.327036,1.53107,0.84448,1.13964
8236,0.253256,0.796007,1.44132,1.02958
8237,0.375695,1.0487,0.771899,0.872705
8238,0.210182,0.842491,0.488136,0.961977
8239,0.125149,1.73726,0.85957,0.925052
8240,1.12611,0.53289,1.54482,0.982769
8241,0.766698,0.535774,1.4876,0.895589
8242,0.981996,0.875963,0.647101,0.897687
8243,1.99617,0.205268,0.944639,1.19353
8244,3.41508,0.191113,1.32226,0.977695
8245,0.35807,0.0899926,0.752713,1.11721
8246,0.157746,0.640783,1.31291,1.01957
8247,0.748018,0.902463,0.949072,1.09626
8248,0.579867,1.09717,1.21048,0.988583
8249,0.376501,0.759611,1.49322,0.742517
8250,0.607596,0.597913,0.813292,1.06
8251,0.264136,0.36379,0.619727,1.02035
8252,0.358046,0.637229,1.4247,0.913746
8253,0.682422,1.4549,0.862692,0.942215
8254,0.612527,0.931673,0.648778,1.12818
8255,1.14476,0.269319,0.500827,1.19621
8256,0.00590697,1.34922,0.753555,0.882421
8257,0.779194,1.07265,0.650965,1.10261
8258,0.449865,1.04844,1.04055,0.920261
8259,1.45301,1.38327,1.64781,1.05663
8260,1.86436,2.1019,0.767462,0.965075
8261,0.073705,0.458489,1.14581,0.984569
8262,1.00434,3.41301,0.824944,1.02313
8263,0.249206,1.14565,1.25025,0.922439
8264,1.81255,1.01116,0.92467,1.05865
8265,0.614412,2.84047,1.14171,1.17753
8266,1.92919,0.771286,0.825563,0.971476
8267,0.563319,0.388491,0.459815,0.834725
8268,0.0540892,0.64517,0.701964,1.1112
8269,0.0952409,0.788327,0.851409,1.013
8270,1.0523,1.98257,1.03032,0.981238
8271,1.31616,1.20682,1.00679,0.917446
8272,0.106044,1.36414,0.46217,1.17532
8273,0.547193,0.618289,0.994536,0.96699
8274,0.680985,0.188621,0.949342,0.869588
8275,1.73126,1.86357,1.26367,0.878887
8276,3.03046,0.418869,0.843547,0.960267
8277,0.195676,2.41812,1.69105,1.01811
8278,1.53819,1.01449,0.761694,1.09923
8279,1.43411,0.675985,0.871641,1.12574
8280,0.720878,0.781101,0.832916,0.978806
8281,0.239182,0.18698,0.656438,0.915244
8282,3.26337,1.31469,1.20198,1.29085
8283,2.37022,0.396086,0.770192,1.02705
8284,0.518804,0.301225,0.943912,1.14771
8285,0.0669746,1.39975,1.19201,0.995013
8286,0.173153,0.705818,1.09495,0.974386
8287,0.0800234,0.247578,0.59822,0.919871
8288,4.27786,1.22957,1.25506,1.05342
8289,0.0799454,0.262449,0.410643,1.07765
8290,0.402266,4.25922,1.53322,0.886723
8291,0.0405274,0.742281,1.07905,0.998112
8292,1.39543,0.890694,0.685663,1.14448
8293,0.0858862,0.904433,1.54272,0.964894
8294,1.14305,0.68413,0.821655,1.07723
8295,0.899343,0.891719,0.857739,1.03859
8296,0.21518,0.596211,1.30553,0.85868
8297,3.93672,0.647876,0.52466,0.977212
8298,0.258542,1.16957,1.41411,0.999372
8299,0.453361,1.7707,1.09014,1.02597
8300,2.60246,0.891241,0.801762,0.961296
8301,0.040076,0.521393,0.949659,1.00184
8302,1.09723,0.357765,0.788416,0.972129
8303,1.61888,0.506489,0.841181,1.07225
8304,0.865493,0.237128,0.848948,1.18635
8305,0.25822,1.24491,1.22904,0.870529
8306,0.0994563,0.337561,1.55303,1.01109
8307,0.726703,0.376274,1.11463,0.815021
8308,0.171046,0.977662,1.08283,0.780228
8309,0.308273,0.973597,0.704922,1.04592
8310,0.423469,0.437166,1.00075,1.02393
8311,0.495602,1.38469,0.957055,0.938019
8312,0.661217,0.692377,0.982328,0.953714
8313,0.0776553,0.413805,0.950824,1.04198
8314,0.929584,1.6168,1.33466,0.942768
8315,2.89189,0.647244,0.753183,0.798945
8316,0.295467,0.504197,1.09216,0.919554
8317,1.77801,1.88399,1.1571,1.0987
8318,1.28678,1.24226,1.13232,0.945183
8319,0.0529821,1.2812,1.87774,1.03786
8320,0.115847,0.789082,1.31854,0.978981
8321,0.63341,1.87963,1.10552,1.0768
8322,0.538928,0.872009,1.34043,0.967913
8323,2.27804,1.15111,0.694889,1.09724
8324,0.0984657,0.571468,0.969239,1.01364
8325,0.16926,0.617438,0.674399,0.860515
8326,1.58069,0.831482,1.37282,0.963264
8327,0.228917,2.09929,0.71995,1.20409
8328,1.81133,1.72444,0.925964,1.18761
8329,0.577345,1.16959,0.940674,0.948853
8330,2.4379,0.783394,0.351839,0.99372
8331,0.416218,0.129303,1.15774,1.09811
8332,0.523023,1.13916,0.773039,1.01578
8333,0.40944,0.365367,1.07251,1.14472
8334,3.61768,1.65332,1.23972,0.88704
8335,0.785662,0.569725,1.21971,0.896347
8336,0.0514359,1.5622,1.00269,0.940817
8337,0.00670724,1.72146,1.0297,0.931457
8338,0.447327,0.47624,0.651585,1.1448
8339,1.21883,0.78315,1.19726,0.970363
8340,0.376652,0.963393,0.65283,1.10528
8341,0.905893,0.910934,1.1259,1.07669
8342,1.70034,0.861349,0.807218,0.938385
8343,2.52712,0.304114,1.08716,0.984919
8344,0.0716885,0.170063,0.80072,0.894989
8345,1.58092,0.8303,0.612538,0.964635
8346,4.31369,0.872134,0.876547,1.14044
8347,0.607333,0.676469,1.48523,1.03067
8348,0.0439402,3.65392,1.74043,0.971602
8349,0.299453,1.13051,1.31575,1.09652
8350,0.808925,1.5954,0.783578,0.951704
8351,0.126309,1.57249,0.849192,1.06124
8352,0.0343069,1.05556,0.919679,1.12693
8353,1.14944,1.27849,1.12683,1.10733
8354,2.05634,0.890258,0.703163,0.802173
8355,4.08367,1.64307,1.4194,0.982015
8356,0.342786,0.756514,0.68133,0.983372
8357,0.875109,1.66584,0.439638,0.904265
8358,1.49442,0.979425,1.81281,0.887064
8359,0.900564,0.954484,0.853971,0.853932
8360,1.10539,0.836102,0.620387,0.914122
8361,0.0850924,0.639357,1.5338,0.922306
8362,0.334664,0.985921,0.984316,0.922382
8363,0.316964,0.753947,1.51541,1.14922
8364,0.398999,1.46477,1.69736,0.905819
8365,1.13368,1.3327,1.54449,0.9451
8366,1.3602,1.06632,0.975422,0.965998
8367,0.129743,0.65523,0.708643,1.05124
8368,1.30272,0.0666699,0.907948,0.872038
8369,0.547203,0.87434,1.35402,0.984885
8370,0.0761956,0.402514,0.807988,1.03133
8371,0.215691,0.988174,0.711286,0.966037
8372,0.804172,1.53826,1.08548,1.0161
8373,0.760319,0.675621,0.812672,0.878675
8374,0.232745,0.711475,0.629625,1.01542
8375,1.26088,0.536889,1.76186,0.977033
8376,0.942832,2.52315,1.26277,1.15713
8377,0.812519,0.682552,0.881104,1.15627
8378,0.106478,0.731409,0.947107,1.00561
8379,0.127133,0.213456,1.00335,0.930016
8380,0.627813,1.27043,0.842712,1.1071
8381,2.82353,0.651331,0.926885,1.00768
8382,0.429474,0.589311,1.74639,0.972836
8383,2.7783,0.326281,1.17028,0.862681
8384,0.164794,0.190378,1.33398,1.05977
8385,1.185,0.0673348,0.558433,0.888042
8386,0.384034,1.07319,0.792943,0.84931
8387,1.49076,0.513693,0.790754,1.12598
8388,0.37807,1.35908,0.924777,0.835557
8389,1.60507,0.825866,1.38368,1.00096
8390,0.763287,0.601242,0.801873,0.936432
8391,3.29561,0.364474,1.10454,0.97955
8392,2.42929,0.256746,0.636636,0.982033
8393,0.531681,1.37881,0.813282,0.931806
8394,0.066925,1.15023,0.671763,0.891903
8395,0.0167783,1.90456,1.29055,1.016
8396,0.696432,2.12559,1.2314,0.92158
8397,2.07553,0.187892,0.695829,1.12375
8398,2.53702,0.31312,0.777621,0.905673
8399,0.631985,1.45676,0.719412,1.00285
8400,0.515048,0.84164,1.06507,0.964221
8401,0.152903,0.967092,0.438364,1.00943
8402,0.549537,0.689126,0.561446,1.01036
8403,0.366041,1.37272,0.917366,1.09505
8404,1.3691,1.42498,1.06453,1.16881
8405,1.22719,2.24992,0.695963,0.989957
8406,1.03896,1.48185,0.716446,1.01102
8407,0.645067,0.252189,0.852331,0.994076
8408,1.06645,2.12708,0.66591,1.19476
8409,0.354236,0.40057,1.44738,0.927676
8410,0.0789729,0.581879,1.0255,1.01374
8411,0.310926,0.817434,0.812748,0.923633
8412,0.735224,2.46698,0.729172,0.920959
8413,1.69749,0.42819,0.518584,0.981301
8414,0.348477,1.04169,0.627924,0.9499
8415,1.98934,0.246708,1.03304,1.15214
8416,0.324223,0.221904,1.32672,1.02681
8417,3.04712,0.613776,1.25893,0.923354
8418,3.65282,0.488482,1.11897,1.21773
8419,1.24325,0.672698,0.884254,0.842669
8420,1.32132,0.336855,1.28893,0.914177
8421,1.72475,0.320903,1.10196,0.963225
8422,1.11746,1.37414,0.710597,0.953242
8423,0.279549,0.644348,1.03416,0.878846
8424,1.21118,1.33253,0.711781,0.92932
8425,0.896934,1.00295,0.934537,0.955308
8426,0.434194,1.85577,0.923664,1.22785
8427,4.86044,0.487359,0.943307,0.876215
8428,1.72695,0.0878439,0.84249,0.90837
8429,0.5884,0.297515,0.759326,0.955208
8430,0.736272,1.76368,1.27255,0.852476
8431,0.370702,0.40255,0.469951,1.18189
8432,1.42221,0.797116,1.13425,1.04179
8433,0.133765,3.17881,0.971122,0.903402
8434,0.166361,1.79562,0.988958,0.83611
8435,0.533953,1.6839,0.928551,0.980071
8436,0.685265,0.991006,0.931023,0.894139
8437,1.25293,0.673092,1.10164,1.12508
8438,1.2308,0.863487,0.974217,1.07755
8439,1.00038,0.976669,1.99466,0.912794
8440,1.71405,0.81451,1.41684,1.00283
8441,1.63366,0.698656,1.0231,1.00959
8442,1.36517,0.570893,0.837386,0.817227
8443,1.49652,1.53718,0.824707,1.02569
8444,0.196739,0.465417,1.94535,1.08765
8445,2.34466,0.568379,1.26625,1.11008
8446,1.27558,0.880658,1.17688,1.02115
8447,0.205286,1.26968,1.50136,1.03591
8448,1.90027,2.17185,0.921782,0.969675
8449,0.260283,1.50449,0.436782,0.982556
8450,3.32771,0.83935,1.30861,0.895129
8451,2.20896,0.247823,0.984025,0.93671
8452,2.2229,0.31372,1.38185,0.988468
8453,3.04529,0.318719,0.887481,0.963206
8454,1.5769,0.42371,0.526596,0.941983
8455,0.933324,1.06582,1.50402,1.08476
8456,0.621133,0.184493,0.979928,1.16939
8457,3.74209,0.414712,0.797634,1.1354
8458,4.50957,2.24568,0.407389,1.07482
8459,0.112668,0.450019,0.589056,1.06594
8460,1.51756,1.20979,1.57842,1.01237
8461,0.257608,0.550611,1.09758,0.916512
8462,2.21589,0.703862,0.786251,0.982541
8463,0.473434,1.80215,1.10704,1.17491
8464,1.29065,0.307567,0.815365,1.04314
8465,1.51264,0.787311,0.578267,0.879291
8466,0.349855,2.36308,0.938072,1.22761
8467,0.786882,0.659536,1.19816,0.919336
8468,1.48946,0.89096,1.12703,1.01452
8469,0.836795,0.942352,1.69234,1.03314
8470,2.88686,1.52365,1.41182,1.11215
8471,1.27875,0.299293,0.719263,1.05324
8472,2.48752,0.486518,0.931323,0.768476
8473,0.570511,1.18801,0.839431,1.02743
8474,0.0573071,0.588864,0.641463,1.14657
8475,1.55453,0.921105,0.451956,1.26965
8476,3.54471,0.525443,1.04444,0.994976
8477,0.758166,1.58815,1.03048,1.06234
8478,0.246959,1.20974,0.632256,0.955751
8479,0.0732083,1.31519,1.17249,0.882962
8480,1.12568,0.400309,1.062,1.01847
8481,1.87122,0.804628,0.879316,0.987666
8482,1.2898,2.126,0.562162,0.979727
8483,0.403678,0.330178,1.48914,0.985305
8484,0.293024,0.46962,0.977257,0.959141
8485,1.31774,1.63371,0.851825,0.991499
8486,0.702782,0.736633,0.983004,0.912611
8487,0.538514,1.31933,0.422023,1.15552
8488,0.0482386,0.750451,0.949364,1.008
8489,1.52845,1.42771,1.05761,0.973876
8490,0.305436,0.885648,1.09813,1.0302
8491,0.0122953,0.220589,0.628987,1.02596
8492,0.455296,2.33478,1.21495,1.04853
8493,4.98305,0.784742,0.984308,0.954222
8494,2.65739,0.526272,0.725903,1.02564
8495,1.71043,1.59303,0.898144,1.07192
8496,1.83056,1.7999,1.08349,0.917889
8497,0.00958483,1.09522,1.00155,0.974865
8498,0.659357,0.317445,1.22426,1.02746
8499,0.0653944,0.334405,0.92915,1.15817
8500,0.230434,1.25924,1.23004,1.0458
8501,2.34659,0.322759,0.985381,0.885757
8502,0.981575,1.12001,1.19442,0.949911
8503,1.13783,0.234545,0.916363,0.913499
8504,0.456253,1.41861,0.891294,1.03963
8505,0.657903,1.01992,1.24489,1.06371
8506,0.383056,1.62729,1.30278,0.861861
8507,0.290016,1.16296,1.37059,1.05725
8508,0.628803,1.3535,0.859385,0.97959
8509,0.0883785,1.20818,0.497533,1.08041
8510,0.241557,0.170319,0.855005,0.806817
8511,0.213028,0.998002,1.29179,1.04582
8512,0.188721,0.141146,0.58988,1.2411
8513,0.339476,0.699133,1.01716,0.993018
8514,0.665964,1.5232,1.30626,0.85524
8515,1.71982,0.468787,0.824683,0.952936
8516,2.17484,0.644124,0.87388,1.04917
8517,0.171145,1.89692,1.28414,0.983033
8518,0.160473,1.04692,1.49611,0.879984
8519,1.00192,1.0242,0.590296,0.997373
8520,1.07169,0.51146,1.14754,1.0297
8521,2.26196,1.12458,1.21433,0.879561
8522,2.94304,0.0685786,0.866944,0.801528
8523,1.14014,0.240945,1.54459,1.06872
8524,0.457682,0.619612,0.840462,0.926711
8525,0.0738168,0.901075,0.836129,0.886887
8526,0.317179,0.852202,0.920534,1.01537
8527,1.64719,0.424544,0.647714,1.13937
8528,1.03691,0.242646,1.88062,1.01883
8529,0.155674,1.09845,1.39293,0.944889
8530,1.94947,0.306631,0.862503,1.04853
8531,0.536471,2.27221,0.867934,1.08877
8532,0.00305608,1.37042,1.39991,0.947964
8533,3.28555,0.684703,0.929967,1.01575
8534,1.18251,0.918409,0.800862,0.995731
8535,0.0966254,2.31902,1.52836,1.12902
8536,2.061,1.15091,1.44866,1.04551
8537,0.184465,1.25791,0.97373,1.05776
8538,0.333342,0.666242,1.58372,0.993667
8539,0.321041,0.557608,0.934505,0.989742
8540,1.04854,1.33358,0.768334,1.12083
8541,0.29785,0.521521,1.00264,1.04319
8542,0.00742559,0.946684,1.49356,0.981854
8543,0.0614458,0.816325,1.27337,1.04076
8544,0.168924,0.686453,1.62123,1.03157
8545,0.219514,1.58379,0.697344,1.16896
8546,1.86877,0.96014,0.95114,0.914266
8547,0.370527,3.07025,0.741058,1.03821
8548,0.0957558,1.25321,0.473013,0.828018
8549,0.163558,0.273984,0.739514,0.981441
8550,0.262044,0.485069,1.2099,0.891806
8551,1.0716,1.26166,1.8284,1.04927
8552,0.767689,1.3197,1.04217,0.893718
8553,1.59422,1.5112,1.28511,0.90959
8554,1.11614,0.845818,1.06352,0.940319
8555,0.347872,0.401556,1.51633,1.0294
8556,0.0824255,0.159369,1.10668,1.05248
8557,3.76018,0.812972,1.25462,0.9481
8558,0.558616,0.507132,0.722155,1.07817
8559,0.411371,0.68281,0.691478,1.03201
8560,0.109647,0.834286,0.539847,0.976274
8561,1.38378,0.489572,0.789705,1.06964
8562,0.816986,1.20111,0.805714,0.931672
8563,2.91995,2.45479,0.769375,1.05926
8564,0.799548,0.384489,0.870681,0.921909
8565,0.357535,0.596037,0.947127,1.01852
8566,2.63104,2.45367,0.985722,0.900638
8567,0.493729,0.924968,0.808485,0.93782
8568,0.475013,1.072,0.912627,1.13919
8569,0.314069,1.03952,1.66144,1.03555
8570,0.0640095,0.858138,1.51183,0.982111
8571,0.368982,0.290655,0.965208,0.967073
8572,0.217028,1.36842,0.402288,1.03527
8573,1.67554,0.932935,1.01487,1.10819
8574,0.312294,3.35794,1.20628,1.15825
8575,0.0454117,0.719066,0.5317,1.02752
8576,0.150944,0.169958,0.948595,0.93464
8577,1.39464,2.07502,1.42635,0.908645
8578,0.551559,1.14792,0.769953,1.07284
8579,2.29394,1.66067,1.44829,1.20869
8580,0.210124,0.715029,1.4371,1.07819
8581,0.348298,0.867218,0.626572,1.15062
8582,0.841106,1.66886,0.85074,1.05214
8583,0.9804,0.254612,1.12069,1.21065
8584,0.559134,0.375459,1.29216,0.952051
8585,1.00902,0.642279,1.0749,0.928502
8586,1.01838,0.536332,0.914237,1.04835
8587,0.621344,1.3593,0.683078,1.04893
8588,0.509658,1.05559,0.509896,0.99359
8589,0.0527446,0.947291,1.16301,0.96653
8590,2.21552,1.24797,0.970275,1.12068
8591,0.254742,1.35476,1.00843,1.14232
8592,0.0356607,1.09585,0.95476,1.04565
8593,0.38824,0.967404,0.80111,1.14954
8594,1.58748,1.1597,1.0989,1.10149
8595,1.55863,1.50436,0.856794,0.742607
8596,1.00708,0.912183,0.780352,0.963622
8597,0.334615,2.12599,1.14969,1.09404
8598,0.385462,0.355803,1.08071,0.951987
8599,4.22554,0.104566,1.01977,1.0795
8600,0.341329,1.00134,0.932074,1.0083
8601,0.467573,0.297552,1.93701,1.25295
8602,2.09509,0.622967,1.39238,0.899629
8603,0.158085,0.320596,1.61771,1.09318
8604,1.03636,0.173732,0.715304,1.11736
8605,1.88524,1.24493,1.15299,1.08047
8606,6.94213,0.690836,1.35272,0.987909
8607,0.10146,1.05116,0.856804,0.98929
8608,0.179957,0.311583,1.50222,0.923451
8609,0.557854,0.270834,0.88354,1.18978
8610,0.939872,1.23036,0.732507,0.933206
8611,0.487999,0.424576,1.86284,1.12805
8612,0.598549,2.65223,0.546191,1.03701
8613,1.6824,0.447874,0.346283,1.01556
8614,0.158274,1.29243,1.23964,0.986989
